COVID19 статистике,2020-04-07,
COVID-19 статистике заражени,Заражено укупно,
Ранк,Територија,Вредност
1,Град Београд,990.0
2,Град Ниш,153.0
3,Нови Сад ,104.0
4,Ћуприја,84.0
5,Ваљево,66.0
6,Крушевац,62.0
7,Лесковац ,38.0
7,Врање,38.0
9,Крагујевац,34.0
10,Чачак,32.0
11,Параћин,28.0
12,Зајечар,25.0
13,Јагодина,24.0
14,Нови Пазар,23.0
14,Панчево,23.0
16,Ужице,20.0
16,Суботица,20.0
18,Сурдулица,19.0
19,Пирот,15.0
20,Краљево,14.0
20,Пожаревац,14.0
22,Шабац,11.0
23,Варварин,8.0
24,Кикинда,7.0
24,Смедерево,7.0
26,Свилајнац,6.0
26,Рашка,6.0
28,Прокупље,5.0
28,Зрењанин,5.0
28,Владичин Хан,5.0
28,Сремска Митровица,5.0
28,Бачка Паланка,5.0
33,Врњачка Бања,4.0
33,Аранђеловац,4.0
33,Књажевац,4.0
33,Бор,4.0
33,Сомбор,4.0
38,Рековац,3.0
38,Уб,3.0
38,Кладово,3.0
38,Коцељева,3.0
38,Лајковац,3.0
38,Стара Пазова,3.0
38,Темерин,3.0
38,Мионица,3.0
38,Горњи Милановац,3.0
38,Деспотовац,3.0
38,Сврљиг,3.0
38,Смедеревска Паланка,3.0
38,Бољевац,3.0
38,Топола,3.0
52,Лозница,2.0
52,Куршумлија,2.0
52,Неготин,2.0
52,Вршац,2.0
52,Бабушница,2.0
52,Пријепоље,2.0
52,Бајина Башта,2.0
52,Димитровград,2.0
52,Бачка Топола,2.0
52,Трстеник,2.0
52,Бела Паланка,2.0
52,Алексинац,2.0
52,Опово,2.0
52,Лучани,2.0
66,Петровац на Млави,1.0
66,Алибунар,1.0
66,Крупањ,1.0
66,Пожега,1.0
66,Власотинце,1.0
66,Ивањица,1.0
66,Блаце,1.0
66,Бела Црква,1.0
66,Лебане,1.0
66,Пећинци,1.0
66,Сремски Карловци,1.0
66,Лапово,1.0
66,Велико Градиште,1.0
66,Сјеница,1.0
66,Тител,1.0
66,Врбас,1.0
66,Врањска Бања,1.0
66,Шид,1.0
66,Рума,1.0
66,Нова Варош,1.0
66,Инђија,1.0
66,Гаџин Хан,1.0
66,Жабаљ,1.0
89,Петроварадин,0.0
89,Ариље,0.0
89,Баточина,0.0
89,Богатић,0.0
89,Бојник,0.0
89,Босилеград,0.0
89,Брус,0.0
89,Бујановац,0.0
89,Велика Плана,0.0
89,Владимирци,0.0
89,Голубац,0.0
89,Дољевац,0.0
89,Жабари,0.0
89,Жагубица,0.0
89,Житорађа,0.0
89,Кнић,0.0
89,Косјерић,0.0
89,Кучево,0.0
89,Љиг,0.0
89,Љубовија,0.0
89,Мајданпек,0.0
89,Мали Зворник,0.0
89,Мало Црниће,0.0
89,Медвеђа,0.0
89,Мерошина,0.0
89,Осечина,0.0
89,Прешево,0.0
89,Прибој,0.0
89,Ражањ,0.0
89,Рача,0.0
89,Сокобања,0.0
89,Трговиште,0.0
89,Тутин,0.0
89,Ћићевац,0.0
89,Црна Трава,0.0
89,Чајетина,0.0
89,Костолац,0.0
89,Севојно,0.0
89,Ада,0.0
89,Апатин,0.0
89,Бач,0.0
89,Бачки Петровац,0.0
89,Беочин,0.0
89,Бечеј,0.0
89,Житиште,0.0
89,Ириг,0.0
89,Кањижа,0.0
89,Ковачица,0.0
89,Ковин,0.0
89,Кула,0.0
89,Мали Иђош,0.0
89,Нова Црња,0.0
89,Нови Бечеј,0.0
89,Нови Кнежевац,0.0
89,Оџаци,0.0
89,Пландиште,0.0
89,Сента,0.0
89,Сечањ,0.0
89,Србобран,0.0
89,Чока,0.0
89,Александровац,0.0
