COVID19 статистике,2020-03-27,
COVID-19 статистике заражени,Заражено укупно,
Ранк,Територија,Вредност
1,Град Београд,260.0
2,Ваљево,46.0
3,Град Ниш,45.0
4,Ћуприја,41.0
5,Крушевац,17.0
6,Крагујевац,13.0
6,Врање,13.0
8,Чачак,11.0
9,Нови Сад ,10.0
10,Кикинда,6.0
10,Пирот,6.0
12,Ужице,5.0
12,Лесковац ,5.0
14,Аранђеловац,4.0
14,Пожаревац,4.0
16,Зрењанин,3.0
16,Алибунар,3.0
18,Панчево,2.0
18,Зајечар,2.0
18,Сврљиг,2.0
18,Сурдулица,2.0
18,Краљево,2.0
18,Нови Пазар,2.0
18,Суботица,2.0
25,Велика Плана,1.0
25,Варварин,1.0
25,Врњачка Бања,1.0
25,Параћин,1.0
25,Вршац,1.0
25,Димитровград,1.0
25,Кладово,1.0
25,Рума,1.0
25,Јагодина,1.0
25,Шабац,1.0
25,Сомбор,1.0
25,Ивањица,1.0
25,Сремска Митровица,1.0
25,Сремски Карловци,1.0
25,Стара Пазова,1.0
25,Прокупље,1.0
25,Темерин,1.0
25,Бачка Топола,1.0
25,Владичин Хан,1.0
25,Бела Паланка,1.0
25,Велико Градиште,1.0
25,Лучани,1.0
47,Пожега,0.0
47,Прешево,0.0
47,Прибој,0.0
47,Пријепоље,0.0
47,Ражањ,0.0
47,Рача,0.0
47,Рашка,0.0
47,Рековац,0.0
47,Свилајнац,0.0
47,Сјеница,0.0
47,Смедерево,0.0
47,Смедеревска Паланка,0.0
47,Сокобања,0.0
47,Топола,0.0
47,Трговиште,0.0
47,Трстеник,0.0
47,Тутин,0.0
47,Ћићевац,0.0
47,Уб,0.0
47,Црна Трава,0.0
47,Чајетина,0.0
47,Лапово,0.0
47,Костолац,0.0
47,Врањска Бања,0.0
47,Севојно,0.0
47,Ада,0.0
47,Апатин,0.0
47,Бач,0.0
47,Бачка Паланка,0.0
47,Бачки Петровац,0.0
47,Бела Црква,0.0
47,Беочин,0.0
47,Бечеј,0.0
47,Жабаљ,0.0
47,Житиште,0.0
47,Инђија,0.0
47,Ириг,0.0
47,Кањижа,0.0
47,Ковачица,0.0
47,Ковин,0.0
47,Кула,0.0
47,Мали Иђош,0.0
47,Нова Црња,0.0
47,Нови Бечеј,0.0
47,Нови Кнежевац,0.0
47,Опово,0.0
47,Оџаци,0.0
47,Пећинци,0.0
47,Пландиште,0.0
47,Сента,0.0
47,Сечањ,0.0
47,Србобран,0.0
47,Тител,0.0
47,Врбас,0.0
47,Чока,0.0
47,Шид,0.0
47,Александровац,0.0
47,Петроварадин,0.0
47,Алексинац,0.0
47,Ариље,0.0
47,Бабушница,0.0
47,Бајина Башта,0.0
47,Баточина,0.0
47,Блаце,0.0
47,Богатић,0.0
47,Бојник,0.0
47,Бољевац,0.0
47,Бор,0.0
47,Босилеград,0.0
47,Брус,0.0
47,Бујановац,0.0
47,Владимирци,0.0
47,Власотинце,0.0
47,Гаџин Хан,0.0
47,Голубац,0.0
47,Горњи Милановац,0.0
47,Деспотовац,0.0
47,Дољевац,0.0
47,Жабари,0.0
47,Жагубица,0.0
47,Житорађа,0.0
47,Кнић,0.0
47,Књажевац,0.0
47,Косјерић,0.0
47,Коцељева,0.0
47,Крупањ,0.0
47,Куршумлија,0.0
47,Кучево,0.0
47,Лајковац,0.0
47,Лебане,0.0
47,Лозница,0.0
47,Љиг,0.0
47,Љубовија,0.0
47,Мајданпек,0.0
47,Мали Зворник,0.0
47,Мало Црниће,0.0
47,Медвеђа,0.0
47,Мерошина,0.0
47,Мионица,0.0
47,Неготин,0.0
47,Нова Варош,0.0
47,Осечина,0.0
47,Петровац на Млави,0.0
