COVID19 статистике,2020-03-15,
COVID-19 статистике заражени,Заражено укупно,
Ранк,Територија,Вредност
1,Град Београд,22.0
2,Град Ниш,8.0
3,Кикинда,4.0
4,Ваљево,3.0
5,Чачак,2.0
5,Панчево,2.0
5,Нови Сад ,2.0
8,Зрењанин,1.0
8,Велико Градиште,1.0
8,Темерин,1.0
8,Крагујевац,1.0
8,Бачка Топола,1.0
13,Бор,0.0
13,Босилеград,0.0
13,Брус,0.0
13,Бујановац,0.0
13,Варварин,0.0
13,Велика Плана,0.0
13,Владимирци,0.0
13,Владичин Хан,0.0
13,Власотинце,0.0
13,Врање,0.0
13,Врњачка Бања,0.0
13,Гаџин Хан,0.0
13,Голубац,0.0
13,Горњи Милановац,0.0
13,Деспотовац,0.0
13,Димитровград,0.0
13,Дољевац,0.0
13,Жабари,0.0
13,Жагубица,0.0
13,Житорађа,0.0
13,Зајечар,0.0
13,Ивањица,0.0
13,Кладово,0.0
13,Кнић,0.0
13,Књажевац,0.0
13,Косјерић,0.0
13,Коцељева,0.0
13,Краљево,0.0
13,Крупањ,0.0
13,Крушевац,0.0
13,Куршумлија,0.0
13,Кучево,0.0
13,Лајковац,0.0
13,Лебане,0.0
13,Лесковац ,0.0
13,Лозница,0.0
13,Лучани,0.0
13,Љиг,0.0
13,Љубовија,0.0
13,Мајданпек,0.0
13,Мали Зворник,0.0
13,Мало Црниће,0.0
13,Медвеђа,0.0
13,Мерошина,0.0
13,Мионица,0.0
13,Неготин,0.0
13,Нова Варош,0.0
13,Нови Пазар,0.0
13,Осечина,0.0
13,Параћин,0.0
13,Петровац на Млави,0.0
13,Пирот,0.0
13,Пожаревац,0.0
13,Пожега,0.0
13,Прешево,0.0
13,Прибој,0.0
13,Пријепоље,0.0
13,Прокупље,0.0
13,Ражањ,0.0
13,Рача,0.0
13,Рашка,0.0
13,Рековац,0.0
13,Јагодина,0.0
13,Свилајнац,0.0
13,Сврљиг,0.0
13,Сјеница,0.0
13,Смедерево,0.0
13,Смедеревска Паланка,0.0
13,Сокобања,0.0
13,Сурдулица,0.0
13,Ужице,0.0
13,Топола,0.0
13,Трговиште,0.0
13,Трстеник,0.0
13,Тутин,0.0
13,Ћићевац,0.0
13,Ћуприја,0.0
13,Уб,0.0
13,Црна Трава,0.0
13,Чајетина,0.0
13,Шабац,0.0
13,Лапово,0.0
13,Костолац,0.0
13,Врањска Бања,0.0
13,Севојно,0.0
13,Ада,0.0
13,Алибунар,0.0
13,Апатин,0.0
13,Бач,0.0
13,Бачка Паланка,0.0
13,Бачки Петровац,0.0
13,Бела Црква,0.0
13,Беочин,0.0
13,Бечеј,0.0
13,Вршац,0.0
13,Жабаљ,0.0
13,Житиште,0.0
13,Инђија,0.0
13,Ириг,0.0
13,Кањижа,0.0
13,Ковачица,0.0
13,Ковин,0.0
13,Кула,0.0
13,Мали Иђош,0.0
13,Нова Црња,0.0
13,Нови Бечеј,0.0
13,Нови Кнежевац,0.0
13,Опово,0.0
13,Оџаци,0.0
13,Пећинци,0.0
13,Пландиште,0.0
13,Рума,0.0
13,Сента,0.0
13,Сечањ,0.0
13,Сомбор,0.0
13,Србобран,0.0
13,Сремска Митровица,0.0
13,Сремски Карловци,0.0
13,Стара Пазова,0.0
13,Суботица,0.0
13,Тител,0.0
13,Врбас,0.0
13,Чока,0.0
13,Шид,0.0
13,Александровац,0.0
13,Петроварадин,0.0
13,Алексинац,0.0
13,Аранђеловац,0.0
13,Ариље,0.0
13,Бабушница,0.0
13,Бајина Башта,0.0
13,Баточина,0.0
13,Бела Паланка,0.0
13,Блаце,0.0
13,Богатић,0.0
13,Бојник,0.0
13,Бољевац,0.0
