COVID19 статистике,2020-03-28,
COVID-19 статистике заражени,Заражено укупно,
Ранк,Територија,Вредност
1,Град Београд,334.0
2,Град Ниш,58.0
3,Ваљево,50.0
4,Ћуприја,45.0
5,Крагујевац,21.0
6,Крушевац,20.0
7,Врање,13.0
8,Чачак,11.0
9,Нови Сад ,10.0
10,Лесковац ,9.0
11,Пирот,7.0
12,Кикинда,6.0
12,Пожаревац,6.0
14,Ужице,5.0
15,Аранђеловац,4.0
15,Књажевац,4.0
17,Алибунар,3.0
17,Параћин,3.0
17,Прокупље,3.0
17,Зрењанин,3.0
17,Суботица,3.0
22,Зајечар,2.0
22,Сурдулица,2.0
22,Сврљиг,2.0
22,Панчево,2.0
22,Нови Пазар,2.0
22,Темерин,2.0
22,Владичин Хан,2.0
22,Краљево,2.0
22,Бела Паланка,2.0
22,Куршумлија,2.0
22,Јагодина,2.0
33,Ивањица,1.0
33,Бачка Топола,1.0
33,Сомбор,1.0
33,Кладово,1.0
33,Сремска Митровица,1.0
33,Сремски Карловци,1.0
33,Стара Пазова,1.0
33,Шабац,1.0
33,Рума,1.0
33,Алексинац,1.0
33,Гаџин Хан,1.0
33,Лучани,1.0
33,Димитровград,1.0
33,Варварин,1.0
33,Вршац,1.0
33,Велика Плана,1.0
33,Велико Градиште,1.0
33,Врњачка Бања,1.0
33,Бујановац,1.0
52,Смедерево,0.0
52,Смедеревска Паланка,0.0
52,Сокобања,0.0
52,Топола,0.0
52,Трговиште,0.0
52,Трстеник,0.0
52,Тутин,0.0
52,Ћићевац,0.0
52,Уб,0.0
52,Црна Трава,0.0
52,Чајетина,0.0
52,Лапово,0.0
52,Костолац,0.0
52,Врањска Бања,0.0
52,Севојно,0.0
52,Ада,0.0
52,Апатин,0.0
52,Бач,0.0
52,Бачка Паланка,0.0
52,Бачки Петровац,0.0
52,Бела Црква,0.0
52,Беочин,0.0
52,Бечеј,0.0
52,Жабаљ,0.0
52,Житиште,0.0
52,Инђија,0.0
52,Ириг,0.0
52,Кањижа,0.0
52,Ковачица,0.0
52,Ковин,0.0
52,Кула,0.0
52,Мали Иђош,0.0
52,Нова Црња,0.0
52,Нови Бечеј,0.0
52,Нови Кнежевац,0.0
52,Опово,0.0
52,Оџаци,0.0
52,Пећинци,0.0
52,Пландиште,0.0
52,Сента,0.0
52,Сечањ,0.0
52,Србобран,0.0
52,Тител,0.0
52,Врбас,0.0
52,Чока,0.0
52,Шид,0.0
52,Александровац,0.0
52,Петроварадин,0.0
52,Ариље,0.0
52,Бабушница,0.0
52,Бајина Башта,0.0
52,Баточина,0.0
52,Блаце,0.0
52,Богатић,0.0
52,Бојник,0.0
52,Бољевац,0.0
52,Бор,0.0
52,Босилеград,0.0
52,Брус,0.0
52,Владимирци,0.0
52,Власотинце,0.0
52,Голубац,0.0
52,Горњи Милановац,0.0
52,Деспотовац,0.0
52,Дољевац,0.0
52,Жабари,0.0
52,Жагубица,0.0
52,Житорађа,0.0
52,Кнић,0.0
52,Косјерић,0.0
52,Коцељева,0.0
52,Крупањ,0.0
52,Кучево,0.0
52,Лајковац,0.0
52,Лебане,0.0
52,Лозница,0.0
52,Љиг,0.0
52,Љубовија,0.0
52,Мајданпек,0.0
52,Мали Зворник,0.0
52,Мало Црниће,0.0
52,Медвеђа,0.0
52,Мерошина,0.0
52,Мионица,0.0
52,Неготин,0.0
52,Нова Варош,0.0
52,Осечина,0.0
52,Петровац на Млави,0.0
52,Пожега,0.0
52,Прешево,0.0
52,Прибој,0.0
52,Пријепоље,0.0
52,Ражањ,0.0
52,Рача,0.0
52,Рашка,0.0
52,Рековац,0.0
52,Свилајнац,0.0
52,Сјеница,0.0
