COVID19 статистике,2020-03-23,
COVID-19 статистике заражени,Заражено укупно,
Ранк,Територија,Вредност
1,Град Београд,113.0
2,Ваљево,34.0
3,Град Ниш,31.0
4,Чачак,10.0
4,Ћуприја,10.0
6,Крушевац,7.0
7,Кикинда,6.0
7,Нови Сад ,6.0
9,Врање,5.0
10,Ужице,4.0
10,Крагујевац,4.0
12,Зајечар,2.0
12,Панчево,2.0
14,Врњачка Бања,1.0
14,Аранђеловац,1.0
14,Велика Плана,1.0
14,Сомбор,1.0
14,Димитровград,1.0
14,Бачка Топола,1.0
14,Сремски Карловци,1.0
14,Ивањица,1.0
14,Велико Градиште,1.0
14,Темерин,1.0
14,Зрењанин,1.0
14,Пожаревац,1.0
14,Лесковац ,1.0
14,Бела Паланка,1.0
14,Лучани,1.0
29,Књажевац,0.0
29,Косјерић,0.0
29,Коцељева,0.0
29,Краљево,0.0
29,Крупањ,0.0
29,Куршумлија,0.0
29,Кучево,0.0
29,Лајковац,0.0
29,Лебане,0.0
29,Лозница,0.0
29,Љиг,0.0
29,Љубовија,0.0
29,Мајданпек,0.0
29,Мали Зворник,0.0
29,Мало Црниће,0.0
29,Медвеђа,0.0
29,Мерошина,0.0
29,Мионица,0.0
29,Неготин,0.0
29,Нова Варош,0.0
29,Нови Пазар,0.0
29,Осечина,0.0
29,Параћин,0.0
29,Петровац на Млави,0.0
29,Пирот,0.0
29,Пожега,0.0
29,Прешево,0.0
29,Прибој,0.0
29,Пријепоље,0.0
29,Прокупље,0.0
29,Ражањ,0.0
29,Рача,0.0
29,Рашка,0.0
29,Рековац,0.0
29,Јагодина,0.0
29,Свилајнац,0.0
29,Сврљиг,0.0
29,Сјеница,0.0
29,Смедерево,0.0
29,Смедеревска Паланка,0.0
29,Сокобања,0.0
29,Сурдулица,0.0
29,Топола,0.0
29,Трговиште,0.0
29,Трстеник,0.0
29,Тутин,0.0
29,Ћићевац,0.0
29,Уб,0.0
29,Црна Трава,0.0
29,Чајетина,0.0
29,Шабац,0.0
29,Лапово,0.0
29,Костолац,0.0
29,Врањска Бања,0.0
29,Севојно,0.0
29,Ада,0.0
29,Алибунар,0.0
29,Апатин,0.0
29,Бач,0.0
29,Бачка Паланка,0.0
29,Бачки Петровац,0.0
29,Бела Црква,0.0
29,Беочин,0.0
29,Бечеј,0.0
29,Вршац,0.0
29,Жабаљ,0.0
29,Житиште,0.0
29,Инђија,0.0
29,Ириг,0.0
29,Кањижа,0.0
29,Ковачица,0.0
29,Ковин,0.0
29,Кула,0.0
29,Мали Иђош,0.0
29,Нова Црња,0.0
29,Нови Бечеј,0.0
29,Нови Кнежевац,0.0
29,Опово,0.0
29,Оџаци,0.0
29,Пећинци,0.0
29,Пландиште,0.0
29,Рума,0.0
29,Сента,0.0
29,Сечањ,0.0
29,Србобран,0.0
29,Сремска Митровица,0.0
29,Стара Пазова,0.0
29,Суботица,0.0
29,Тител,0.0
29,Врбас,0.0
29,Чока,0.0
29,Шид,0.0
29,Александровац,0.0
29,Петроварадин,0.0
29,Алексинац,0.0
29,Ариље,0.0
29,Бабушница,0.0
29,Бајина Башта,0.0
29,Баточина,0.0
29,Блаце,0.0
29,Богатић,0.0
29,Бојник,0.0
29,Бољевац,0.0
29,Бор,0.0
29,Босилеград,0.0
29,Брус,0.0
29,Бујановац,0.0
29,Варварин,0.0
29,Владимирци,0.0
29,Владичин Хан,0.0
29,Власотинце,0.0
29,Гаџин Хан,0.0
29,Голубац,0.0
29,Горњи Милановац,0.0
29,Деспотовац,0.0
29,Дољевац,0.0
29,Жабари,0.0
29,Жагубица,0.0
29,Житорађа,0.0
29,Кладово,0.0
29,Кнић,0.0
