COVID19 самоизолације,2020-04-29,
COVID-19 статистике изолације,Број самоизолованих,
Ранк,Територија,Вредност
1,Град Београд,1717.0
2,Град Ниш,1217.0
3,Крушевац,396.0
4,Лесковац ,321.0
5,Алексинац,269.0
6,Нови Сад ,255.0
7,Крагујевац,209.0
8,Смедерево,186.0
9,Ћуприја,181.0
10,Ваљево,179.0
11,Панчево,176.0
12,Лозница,170.0
13,Нови Пазар,165.0
14,Шабац,154.0
15,Блаце,152.0
16,Смедеревска Паланка,149.0
17,Прокупље,146.0
18,Бор,144.0
19,Параћин,139.0
20,Власотинце,138.0
21,Зајечар,116.0
22,Суботица,113.0
23,Вршац,112.0
24,Јагодина,102.0
25,Дољевац,93.0
26,Велика Плана,91.0
27,Чачак,89.0
27,Сомбор,89.0
29,Ужице,82.0
30,Пирот,80.0
31,Краљево,78.0
32,Мерошина,76.0
33,Бајина Башта,68.0
34,Житорађа,67.0
35,Кладово,63.0
36,Бољевац,62.0
36,Сурдулица,62.0
36,Ариље,62.0
39,Пожаревац,61.0
40,Зрењанин,60.0
41,Деспотовац,59.0
41,Сремска Митровица,59.0
43,Куршумлија,57.0
44,Врање,56.0
45,Александровац,55.0
45,Кикинда,55.0
45,Рашка,55.0
48,Стара Пазова,52.0
49,Рума,51.0
50,Љиг,50.0
51,Кула,48.0
51,Сокобања,48.0
51,Бабушница,48.0
54,Пожега,44.0
55,Лебане,42.0
56,Књажевац,41.0
57,Владимирци,40.0
58,Аранђеловац,39.0
58,Прешево,39.0
58,Кањижа,39.0
61,Бујановац,37.0
61,Врњачка Бања,37.0
61,Горњи Милановац,37.0
61,Алибунар,37.0
61,Уб,37.0
66,Свилајнац,36.0
66,Сврљиг,36.0
66,Бачка Паланка,36.0
66,Жабаљ,36.0
70,Бојник,35.0
71,Врбас,34.0
71,Пријепоље,34.0
71,Владичин Хан,34.0
71,Нова Варош,34.0
75,Ражањ,33.0
76,Прибој,32.0
77,Ковачица,31.0
78,Нови Кнежевац,30.0
78,Варварин,30.0
78,Темерин,30.0
81,Инђија,29.0
82,Велико Градиште,28.0
82,Лајковац,28.0
84,Беочин,27.0
84,Неготин,27.0
84,Апатин,27.0
84,Шид,27.0
88,Сјеница,26.0
88,Тител,26.0
88,Мали Зворник,26.0
91,Бачка Топола,25.0
91,Мајданпек,25.0
91,Тутин,25.0
94,Трстеник,23.0
94,Нови Бечеј,23.0
94,Ковин,23.0
97,Ћићевац,22.0
97,Бела Црква,22.0
97,Бечеј,22.0
100,Косјерић,21.0
100,Мионица,21.0
102,Србобран,20.0
103,Гаџин Хан,18.0
103,Петровац на Млави,18.0
103,Бач,18.0
106,Кнић,17.0
106,Бела Паланка,17.0
106,Ада,17.0
106,Богатић,17.0
106,Лучани,17.0
111,Жабари,16.0
112,Сента,15.0
113,Пландиште,14.0
114,Мали Иђош,13.0
114,Оџаци,13.0
114,Ириг,13.0
117,Косовска Митровица,12.0
117,Брус,12.0
117,Опово,12.0
120,Рековац,11.0
120,Рача,11.0
122,Баточина,10.0
122,Пећинци,10.0
122,Лепосавић,10.0
125,Крупањ,9.0
125,Бачки Петровац,9.0
125,Осечина,9.0
125,Чајетина,9.0
129,Звечан,8.0
129,Зубин Поток,8.0
129,Коцељева,8.0
129,Топола,8.0
133,Босилеград,7.0
133,Липљан,7.0
135,Љубовија,6.0
136,Лапово,5.0
136,Житиште,5.0
136,Кучево,5.0
136,Ивањица,5.0
136,Жагубица,5.0
136,Димитровград,5.0
136,Чока,5.0
143,Гњилане,4.0
143,Медвеђа,4.0
143,Приштина,4.0
143,Пећ,4.0
143,Мало Црниће,4.0
148,Сремски Карловци,3.0
148,Нова Црња,3.0
148,Сечањ,3.0
151,Косово Поље,2.0
151,Трговиште,2.0
151,Урошевац,2.0
151,Голубац,2.0
155,Подујево,1.0
155,Штимље,1.0
155,Косовска Каменица,1.0
155,Штрпце,1.0
155,Клина,1.0
160,Призрен,0.0
160,Србица,0.0
160,Сува Река,0.0
160,Црна Трава,0.0
160,Глоговац,0.0
160,Ђаковица,0.0
160,Дечани,0.0
160,Исток,0.0
160,Качаник,0.0
160,Гора,0.0
160,Вучитрн,0.0
160,Ново Брдо,0.0
160,Обилић,0.0
160,Ораховац,0.0
160,Витина,0.0
