COVID19 самоизолације,2020-03-27,
COVID-19 статистике изолације,Број самоизолованих,
Ранк,Територија,Вредност
1,Град Београд,13054.0
2,Лозница,3588.0
3,Нови Сад ,2893.0
4,Град Ниш,2061.0
5,Прибој,1830.0
6,Нови Пазар,1709.0
7,Суботица,1481.0
8,Крагујевац,1290.0
9,Шабац,1256.0
10,Лесковац ,1138.0
11,Бујановац,1047.0
12,Врање,1016.0
13,Прешево,994.0
14,Бачка Паланка,990.0
15,Бајина Башта,899.0
16,Чачак,875.0
17,Крушевац,868.0
18,Тутин,852.0
19,Пријепоље,811.0
20,Сремска Митровица,782.0
21,Краљево,780.0
22,Панчево,768.0
23,Зрењанин,751.0
24,Мали Зворник,737.0
25,Ваљево,718.0
26,Сомбор,716.0
27,Богатић,655.0
28,Кикинда,600.0
29,Смедерево,594.0
30,Шид,590.0
31,Пожаревац,589.0
32,Јагодина,545.0
33,Ужице,521.0
34,Бор,504.0
35,Рума,477.0
36,Стара Пазова,408.0
37,Љубовија,402.0
38,Параћин,397.0
39,Сјеница,365.0
40,Зајечар,364.0
41,Пирот,359.0
42,Неготин,342.0
43,Велика Плана,326.0
44,Вршац,314.0
45,Петровац на Млави,305.0
45,Аранђеловац,305.0
47,Алексинац,290.0
48,Ћуприја,269.0
49,Крупањ,268.0
50,Кањижа,260.0
51,Бачка Топола,259.0
51,Кладово,259.0
53,Инђија,256.0
54,Смедеревска Паланка,254.0
55,Кула,253.0
56,Врбас,244.0
57,Жабари,236.0
58,Трстеник,233.0
58,Рашка,233.0
60,Апатин,219.0
61,Сента,218.0
62,Врњачка Бања,207.0
63,Горњи Милановац,202.0
64,Бечеј,200.0
65,Темерин,194.0
66,Александровац,189.0
67,Прокупље,188.0
68,Деспотовац,186.0
69,Свилајнац,179.0
70,Ада,172.0
71,Велико Градиште,164.0
72,Димитровград,157.0
73,Власотинце,153.0
74,Ковин,151.0
75,Лебане,150.0
76,Кучево,149.0
77,Жабаљ,148.0
78,Беочин,147.0
78,Бела Црква,147.0
80,Коцељева,144.0
81,Оџаци,143.0
82,Ивањица,142.0
82,Чајетина,142.0
84,Топола,141.0
85,Алибунар,138.0
86,Ковачица,137.0
86,Уб,137.0
88,Владимирци,129.0
89,Пожега,128.0
90,Варварин,127.0
91,Нови Бечеј,121.0
92,Мало Црниће,120.0
93,Бач,115.0
93,Нова Варош,115.0
95,Мали Иђош,114.0
96,Бабушница,111.0
97,Сурдулица,106.0
98,Владичин Хан,104.0
99,Лучани,99.0
100,Ириг,98.0
101,Баточина,96.0
102,Мајданпек,95.0
103,Нова Црња,93.0
103,Србобран,93.0
105,Бачки Петровац,92.0
106,Чока,91.0
107,Сечањ,89.0
108,Пећинци,88.0
109,Нови Кнежевац,85.0
110,Брус,84.0
111,Ариље,82.0
111,Житиште,82.0
113,Мерошина,80.0
114,Тител,79.0
114,Куршумлија,79.0
116,Мионица,77.0
117,Сокобања,74.0
118,Осечина,72.0
119,Рековац,70.0
119,Књажевац,70.0
121,Дољевац,69.0
122,Кнић,68.0
123,Рача,66.0
124,Ћићевац,65.0
125,Бољевац,64.0
125,Жагубица,64.0
125,Житорађа,64.0
125,Босилеград,64.0
129,Голубац,61.0
130,Бела Паланка,60.0
131,Лапово,59.0
132,Љиг,57.0
133,Пландиште,56.0
134,Медвеђа,55.0
135,Сремски Карловци,53.0
136,Лајковац,52.0
137,Блаце,48.0
138,Ражањ,45.0
139,Косјерић,44.0
140,Бојник,43.0
141,Сврљиг,42.0
142,Трговиште,37.0
143,Опово,36.0
144,Гаџин Хан,27.0
145,Црна Трава,1.0
