COVID19 самоизолације,2020-04-05,
COVID-19 статистике изолације,Број самоизолованих,
Ранк,Територија,Вредност
1,Град Београд,16553.0
2,Нови Сад ,3883.0
3,Лозница,3774.0
4,Град Ниш,2226.0
5,Прибој,1823.0
6,Прешево,1739.0
7,Нови Пазар,1644.0
8,Лесковац ,1543.0
9,Суботица,1473.0
10,Шабац,1311.0
11,Крагујевац,1238.0
12,Врање,1224.0
13,Крушевац,1172.0
14,Сремска Митровица,1147.0
15,Бујановац,1140.0
16,Бачка Паланка,1057.0
17,Бајина Башта,929.0
18,Ваљево,925.0
19,Панчево,870.0
20,Пријепоље,853.0
21,Краљево,848.0
22,Тутин,807.0
23,Чачак,781.0
24,Сомбор,777.0
25,Мали Зворник,763.0
26,Зрењанин,750.0
27,Смедерево,731.0
28,Богатић,672.0
29,Бор,631.0
30,Јагодина,629.0
31,Шид,594.0
32,Ужице,566.0
33,Кикинда,549.0
34,Рума,537.0
35,Кладово,503.0
36,Пожаревац,499.0
37,Пирот,467.0
38,Стара Пазова,448.0
39,Параћин,434.0
40,Љубовија,419.0
41,Ћуприја,409.0
42,Зајечар,401.0
43,Вршац,391.0
44,Неготин,380.0
45,Аранђеловац,371.0
46,Велика Плана,368.0
47,Сјеница,350.0
48,Алексинац,333.0
49,Смедеревска Паланка,313.0
50,Кула,297.0
51,Врбас,292.0
52,Бачка Топола,277.0
53,Крупањ,276.0
54,Кањижа,274.0
55,Инђија,270.0
56,Трстеник,265.0
57,Петровац на Млави,264.0
58,Горњи Милановац,243.0
59,Врњачка Бања,241.0
60,Апатин,237.0
61,Прокупље,227.0
62,Бабушница,216.0
62,Александровац,216.0
64,Рашка,215.0
65,Бечеј,213.0
66,Темерин,210.0
67,Деспотовац,203.0
67,Сента,203.0
69,Варварин,194.0
70,Лебане,187.0
71,Свилајнац,186.0
72,Чајетина,184.0
73,Власотинце,177.0
74,Уб,175.0
75,Димитровград,172.0
76,Жабаљ,170.0
77,Беочин,162.0
78,Ада,156.0
79,Бела Црква,148.0
79,Сурдулица,148.0
81,Коцељева,146.0
82,Алибунар,145.0
83,Оџаци,142.0
84,Велико Градиште,141.0
85,Жабари,140.0
86,Нова Варош,139.0
87,Мајданпек,138.0
88,Ковачица,136.0
89,Пожега,133.0
90,Ковин,129.0
91,Владичин Хан,126.0
92,Бач,124.0
92,Мионица,124.0
94,Топола,122.0
95,Кучево,119.0
96,Нови Бечеј,118.0
97,Владимирци,111.0
98,Ивањица,107.0
99,Србобран,103.0
100,Мали Иђош,99.0
100,Пећинци,99.0
100,Ириг,99.0
103,Књажевац,97.0
104,Бољевац,95.0
105,Нова Црња,92.0
106,Бачки Петровац,91.0
107,Мало Црниће,90.0
108,Лучани,89.0
108,Мерошина,89.0
110,Брус,88.0
110,Ариље,88.0
112,Сокобања,86.0
113,Кнић,85.0
114,Куршумлија,83.0
115,Осечина,82.0
116,Чока,81.0
117,Нови Кнежевац,80.0
117,Баточина,80.0
117,Тител,80.0
120,Рековац,79.0
120,Дољевац,79.0
122,Житиште,78.0
123,Бојник,76.0
124,Бела Паланка,75.0
125,Ћићевац,73.0
126,Босилеград,69.0
126,Житорађа,69.0
128,Жагубица,68.0
128,Лапово,68.0
130,Сечањ,67.0
131,Љиг,66.0
132,Медвеђа,61.0
133,Лајковац,59.0
133,Рача,59.0
135,Пландиште,58.0
135,Сремски Карловци,58.0
137,Сврљиг,56.0
138,Голубац,52.0
139,Косјерић,50.0
140,Ражањ,49.0
141,Опово,47.0
142,Трговиште,45.0
143,Блаце,41.0
144,Гаџин Хан,31.0
145,Црна Трава,2.0
