COVID19 самоизолације,2020-05-03,
COVID-19 статистике изолације,Број самоизолованих,
Ранк,Територија,Вредност
1,Град Београд,1283.0
2,Град Ниш,1042.0
3,Крушевац,327.0
4,Лесковац ,270.0
5,Алексинац,269.0
6,Нови Сад ,220.0
7,Бор,166.0
8,Смедерево,157.0
9,Ћуприја,145.0
10,Крагујевац,143.0
11,Лозница,141.0
12,Прокупље,139.0
12,Нови Пазар,139.0
14,Власотинце,137.0
15,Вршац,134.0
16,Суботица,125.0
17,Шабац,123.0
18,Панчево,120.0
18,Ваљево,120.0
20,Смедеревска Паланка,118.0
21,Зајечар,108.0
22,Параћин,103.0
23,Јагодина,97.0
24,Ужице,91.0
25,Дољевац,88.0
26,Сомбор,84.0
27,Пирот,81.0
27,Мерошина,81.0
29,Краљево,73.0
30,Врање,69.0
31,Ариље,66.0
31,Кикинда,66.0
33,Неготин,65.0
34,Чачак,62.0
34,Александровац,62.0
36,Велика Плана,61.0
37,Зрењанин,60.0
37,Житорађа,60.0
39,Пожаревац,59.0
39,Кладово,59.0
39,Деспотовац,59.0
42,Куршумлија,58.0
43,Сокобања,57.0
44,Пожега,56.0
44,Врбас,56.0
46,Сурдулица,55.0
46,Блаце,55.0
48,Бајина Башта,54.0
49,Владимирци,51.0
50,Рашка,48.0
51,Сремска Митровица,46.0
52,Бољевац,43.0
52,Апатин,43.0
54,Бабушница,42.0
55,Бујановац,41.0
55,Лебане,41.0
55,Владичин Хан,41.0
58,Кула,39.0
58,Стара Пазова,39.0
60,Чајетина,37.0
61,Алибунар,36.0
62,Лајковац,35.0
62,Прешево,35.0
62,Љиг,35.0
65,Књажевац,34.0
65,Нови Кнежевац,34.0
67,Бачка Паланка,33.0
67,Бела Црква,33.0
67,Свилајнац,33.0
70,Сврљиг,32.0
70,Тутин,32.0
70,Рума,32.0
73,Темерин,30.0
74,Тител,29.0
74,Ражањ,29.0
76,Сјеница,28.0
76,Варварин,28.0
78,Велико Градиште,27.0
79,Уб,26.0
79,Мионица,26.0
79,Жабаљ,26.0
82,Нова Варош,25.0
82,Ковачица,25.0
84,Беочин,24.0
84,Бојник,24.0
84,Горњи Милановац,24.0
84,Трстеник,24.0
84,Бечеј,24.0
84,Ковин,24.0
84,Нови Бечеј,24.0
91,Пријепоље,23.0
91,Аранђеловац,23.0
93,Кањижа,22.0
93,Бачка Топола,22.0
93,Ириг,22.0
96,Косјерић,21.0
96,Бач,21.0
98,Ада,20.0
98,Ћићевац,20.0
100,Шид,19.0
100,Мајданпек,19.0
102,Инђија,18.0
102,Богатић,18.0
104,Прибој,17.0
105,Пландиште,15.0
105,Врњачка Бања,15.0
107,Сента,14.0
107,Мали Иђош,14.0
107,Жабари,14.0
107,Гаџин Хан,14.0
111,Опово,13.0
112,Петровац на Млави,12.0
113,Лучани,11.0
113,Бачки Петровац,11.0
115,Нова Црња,10.0
115,Србобран,10.0
115,Мали Зворник,10.0
115,Оџаци,10.0
119,Ивањица,9.0
119,Бела Паланка,9.0
121,Рековац,8.0
121,Крупањ,8.0
123,Лепосавић,7.0
123,Пећинци,7.0
123,Липљан,7.0
126,Баточина,6.0
126,Кнић,6.0
126,Осечина,6.0
126,Љубовија,6.0
126,Зубин Поток,6.0
126,Гњилане,6.0
126,Жагубица,6.0
133,Коцељева,5.0
133,Кучево,5.0
133,Мало Црниће,5.0
133,Сечањ,5.0
137,Брус,4.0
137,Житиште,4.0
137,Медвеђа,4.0
137,Рача,4.0
137,Звечан,4.0
137,Топола,4.0
143,Приштина,3.0
143,Трговиште,3.0
143,Сремски Карловци,3.0
143,Босилеград,3.0
143,Пећ,3.0
143,Косовска Митровица,3.0
149,Лапово,2.0
149,Урошевац,2.0
149,Чока,2.0
149,Голубац,2.0
153,Подујево,1.0
153,Димитровград,1.0
153,Клина,1.0
153,Косово Поље,1.0
153,Косовска Каменица,1.0
158,Гора,0.0
158,Призрен,0.0
158,Србица,0.0
158,Сува Река,0.0
158,Штрпце,0.0
158,Штимље,0.0
158,Вучитрн,0.0
158,Витина,0.0
158,Глоговац,0.0
158,Дечани,0.0
158,Ђаковица,0.0
158,Исток,0.0
158,Качаник,0.0
158,Црна Трава,0.0
158,Ново Брдо,0.0
158,Обилић,0.0
158,Ораховац,0.0
